Venta_ID,Fecha_ISO,Tienda_ID,SKU_ID,Pais_Venta,CLIENTE_NOMBRE_PII,CLIENTE_EMAIL_PII,CLIENTE_EDAD_PII,Moneda_Transaccion,Monto_Total_Local,Impuesto_Local,Tasa_Referencia_Dia,Metodo_Pago,Es_Online,Canal_Origen,Costo_Envio_USD,Latitud_Tienda,Longitud_Tienda,Browser_User_Agent,ID_Session_Web,Flag_Fraude,Version_Esquema,Ref_S3_TXT
,2025-09-01T15:00:20.748,STORE-007,SKU-00067,España,Josue Castañeda,user_14@españa.com,45,EUR,1473.03,220.96,0.92,Unknown,1,Web,11.23,27.4525,-171.079,Mozilla/5.0... (Simulado),0x3fd5b543,0,v2.4.1,TXN-600014.txt
TXN-600015,2025-08-25T15:00:20.769,STORE-001,SKU-00119,UK,Null User,user_15@uk.com,36,GBP,364.5,52.07,0.79,Crypto,1,Store,17.08,81.4726,126.1203,Mozilla/5.0... (Simulado),0xbe735e68,0,v2.4.1,TXN-600015.txt
TXN-600016,2025-10-01T15:00:20.788,STORE-020,SKU-00007,México,Josue Castañeda,user_16@méxico.com,30,MXN,10708.46,1223.82,17.5,Credit Card,0,Web,16.07,-2.3111,-89.6821,Mozilla/5.0... (Simulado),0xb751b643,1,v2.4.1,TXN-600016.txt
TXN-600017,2025-11-27T15:00:20.808,STORE-011,SKU-00092,USA,Josue Castañeda,user_17@usa.com,30,USD,1230.82,61.54,1,Credit Card,1,Web,31.16,73.9703,-33.0384,Mozilla/5.0... (Simulado),0x2082b649,0,v2.4.1,TXN-600017.txt
,2025-06-14T15:00:20.829,STORE-011,SKU-ERROR-9187,USA,Null User,user_18@usa.com,38,USD,140,7,1,Cash,0,Store,35.79,83.8608,176.0495,Mozilla/5.0... (Simulado),0xf5821c47,1,v2.4.1,TXN-600018.txt
TXN-600019,2025-05-06T15:00:20.850,STORE-003,SKU-00095,Colombia,Müller S.,user_19@colombia.com,43,JPY,5625027.8,763396.63,4100,Credit Card,0,Store,48.96,-87.6044,-174.0677,Mozilla/5.0... (Simulado),0xb66c0f0e,0,v2.4.1,TXN-600019.txt
TXN-600020,2025-09-08T15:00:20.869,STORE-006,SKU-00135,UK,Null User,user_20@uk.com,37,GBP,856.57,122.37,0.79,Unknown,1,App,32.81,-53.9299,-127.8592,Mozilla/5.0... (Simulado),0x2131fbb2,1,v2.4.1,TXN-600020.txt
TXN-600021,2026-01-23T15:00:20.890,STORE-019,SKU-00117,USA,Josue Castañeda,user_21@usa.com,23,USD,209.3,10.47,1,Cash,0,Web,49.18,13.1302,-7.6934,Mozilla/5.0... (Simulado),0xf27d7139,0,v2.4.1,TXN-600021.txt
TXN-600022,2025-10-07T15:00:20.909,STORE-014,SKU-00129,USA,Josue Castañeda,user_22@usa.com,32,USD,165.3,8.26,1,Crypto,1,Store,29.1,-3.9432,-87.7364,Mozilla/5.0... (Simulado),0x247bd64,0,v2.4.1,TXN-600022.txt
TXN-600023,2025-09-16T15:00:20.929,STORE-005,SKU-00086,México,Ángel Niño,user_23_wrong_mail,26,MXN,20637.58,2358.58,17.5,Cash,0,App,49.71,23.2263,61.3238,Mozilla/5.0... (Simulado),0x325a65d9,0,v2.4.1,TXN-600023.txt
TXN-600024,2025-05-20T15:00:20.948,STORE-006,SKU-00122,UK,Josue Castañeda,user_24@uk.com,38,GBP,378.05,54.01,0.79,Cash,0,Store,27.7,-33.5811,-104.5585,Mozilla/5.0... (Simulado),0xfd0041e7,1,v2.4.1,TXN-600024.txt
TXN-600025,2025-06-23T15:00:20.969,STORE-005,SKU-00004,México,Josue Castañeda,user_25@méxico.com,21,MXN,26445.79,3022.38,17.5,Cash,1,App,24.15,40.9477,-158.029,Mozilla/5.0... (Simulado),0xf77aef5a,0,v2.4.1,TXN-600025.txt
TXN-600026,2025-08-09T15:00:20.984,STORE-016,SKU-00085,Colombia,Ángel Niño,user_26@colombia.com,21,JPY,4736188.8,642768.48,4100,Crypto,0,Web,18.49,-45.1266,138.5786,Mozilla/5.0... (Simulado),0x36971f72,0,v2.4.1,TXN-600026.txt
TXN-600027,2025-05-29T15:00:21.003,STORE-012,SKU-00023,México,Ángel Niño,user_27_wrong_mail,21,MXN,18474.47,2111.37,17.5,Cash,1,Social,11.53,-89.4894,154.7134,Mozilla/5.0... (Simulado),0xc4df7ce4,0,v2.4.1,TXN-600027.txt
TXN-600028,2025-12-11T15:00:21.021,STORE-004,SKU-00018,Colombia,Müller S.,user_28_wrong_mail,27,COP,5176217.2,702486.62,4100,Unknown,1,App,29.12,64.9697,-62.8607,Mozilla/5.0... (Simulado),0x4df69e28,0,v2.4.1,TXN-600028.txt
TXN-600029,2025-04-22T15:00:21.041,STORE-017,SKU-00097,USA,Ángel Niño,user_29_wrong_mail,40,USD,519.3,25.97,1,Crypto,0,Social,18.48,18.4712,111.2902,Mozilla/5.0... (Simulado),0xb4d2fe12,0,v2.4.1,TXN-600029.txt
TXN-600030,2025-05-26T15:00:21.056,STORE-003,SKU-00123,Colombia,Ángel Niño,user_30@colombia.com,20,COP,980564.2,133076.57,4100,Cash,1,Web,13.87,75.0405,179.1736,Mozilla/5.0... (Simulado),0xc25b20f1,0,v2.4.1,TXN-600030.txt
TXN-600031,2025-03-16T15:00:21.075,STORE-001,SKU-00024,UK,Ángel Niño,user_31@uk.com,32,GBP,1106.94,158.13,0.79,N/A,1,Social,13.34,78.0233,100.3727,Mozilla/5.0... (Simulado),0x52949e2b,0,v2.4.1,TXN-600031.txt
TXN-600032,2025-04-16T15:00:21.096,STORE-001,SKU-00056,UK,Müller S.,user_32@uk.com,53,GBP,843.97,120.57,0.79,Credit Card,1,Store,22.99,-15.3948,117.6937,Mozilla/5.0... (Simulado),0x890064e4,0,v2.4.1,TXN-600032.txt
TXN-600033,2025-05-22T15:00:21.117,STORE-001,SKU-00083,UK,Müller S.,user_33_wrong_mail,40,GBP,562.15,80.31,0.79,N/A,0,App,26.05,-51.5432,5.5643,Mozilla/5.0... (Simulado),0xb90b193a,0,v2.4.1,TXN-600033.txt
TXN-600034,2025-11-22T15:00:21.136,STORE-004,SKU-00081,Colombia,Müller S.,user_34@colombia.com,23,COP,2485592.2,337330.37,4100,Crypto,1,Web,29.64,-81.736,-135.1103,Mozilla/5.0... (Simulado),0x99449f65,0,v2.4.1,TXN-600034.txt
TXN-600035,2025-12-04T15:00:21.154,STORE-003,SKU-00010,Colombia,Ángel Niño,user_35@colombia.com,23,COP,3915885.4,531441.59,4100,N/A,0,Store,46,-1.9169,48.6545,Mozilla/5.0... (Simulado),0x4ddd5bf6,0,v2.4.1,TXN-600035.txt
TXN-600036,2025-12-10T15:00:21.173,STORE-015,SKU-00033,España,Josue Castañeda,user_36_wrong_mail,55,EUR,118.61,17.79,0.92,Cash,1,Social,11.24,60.5721,-158.9042,Mozilla/5.0... (Simulado),0xec434862,0,v2.4.1,TXN-600036.txt
TXN-600037,2025-08-23T15:00:21.200,STORE-001,SKU-ERROR-6791,UK,Josue Castañeda,user_37@uk.com,41,GBP,110.6,15.8,0.79,N/A,0,App,44.62,-28.2366,50.6958,Mozilla/5.0... (Simulado),0xcc311c7d,0,v2.4.1,TXN-600037.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600038,2025-12-03T15:00:21.217,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24,USD,1629.07,81.45,1,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600031,2025-03-16T15:00:21.075,STORE-001,SKU-00024,UK,Null User,user_31@uk.com,32,GBP,1106.94,158.13,0.79,N/A,1,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
