Venta_ID,Fecha_ISO,Tienda_ID,SKU_ID,Pais_Venta,CLIENTE_NOMBRE_PII,CLIENTE_EMAIL_PII,CLIENTE_EDAD_PII,Moneda_Transaccion,Monto_Total_Local,Impuesto_Local,Tasa_Referencia_Dia,Metodo_Pago,Es_Online,Canal_Origen,Costo_Envio_USD,Latitud_Tienda,Longitud_Tienda,Browser_User_Agent,ID_Session_Web,Flag_Fraude,Version_Esquema,Ref_S3_TXT
TXN-600031,2025-03-16T15:00:21.075120,STORE-001,SKU-00024,UK,Null User,user_31@uk.com,32.0,GBP,1106.94,158.13,0.79,N/A,1,Social,13.34,78.0233,100.3727,Mozilla/5.0... (Simulado),0x52949e2b,0,v2.4.1,TXN-600031.txt
TXN-600032,2025-04-16T15:00:21.096237,STORE-001,SKU-00056,UK,---,user_32@uk.com,53.0,GBP,843.97,120.57,0.79,Credit Card,1,Store,22.99,-15.3948,117.6937,Mozilla/5.0... (Simulado),0x890064e4,0,v2.4.1,TXN-600032.txt
TXN-600033,2025-05-22T15:00:21.116747,STORE-001,SKU-00083,UK,Müller S.,user_33_wrong_mail,40.0,GBP,562.15,80.31,0.79,N/A,0,App,26.05,-51.5432,5.5643,Mozilla/5.0... (Simulado),0xb90b193a,0,v2.4.1,TXN-600033.txt
TXN-600034,2025-11-22T15:00:21.135989,STORE-004,SKU-00081,Colombia,Null User,user_34@colombia.com,23.0,COP,2485592.2,337330.37,4100.0,Crypto,True,Web,29.64,-81.736,-135.1103,Mozilla/5.0... (Simulado),0x99449f65,0,v2.4.1,TXN-600034.txt
TXN-600035,2025-12-04T15:00:21.154487,STORE-003,SKU-00010,Colombia,Ángel Niño,user_35@colombia.com,23.0,COP,3915885.4,531441.59,4100.0,N/A,False,Store,46.0,-1.9169,48.6545,Mozilla/5.0... (Simulado),0x4ddd5bf6,0,v2.4.1,TXN-600035.txt
TXN-600036,2025-12-10T15:00:21.173418,STORE-015,SKU-00033,España,Josue Castañeda,user_36_wrong_mail,55.0,EUR,118.61,17.79,0.92,Cash,True,Social,11.24,60.5721,-158.9042,Mozilla/5.0... (Simulado),0xec434862,0,v2.4.1,TXN-600036.txt
TXN-600037,2025-08-23T15:00:21.199973,STORE-001,SKU-ERROR-6791,UK,Josue Castañeda,user_37@uk.com,41.0,GBP,110.6,15.8,0.79,N/A,False,App,44.62,-28.2366,50.6958,Mozilla/5.0... (Simulado),0xcc311c7d,0,v2.4.1,TXN-600037.txt
TXN-600038,2025-12-03T15:00:21.216938,STORE-011,SKU-00068,USA,Ángel Niño,user_38_wrong_mail,24.0,USD,1629.07,81.45,1.0,N/A,True,Store,32.65,74.0987,-159.0034,Mozilla/5.0... (Simulado),0xd049407d,0,v2.4.1,TXN-600038.txt
TXN-600039,2025-08-18T15:00:21.238189,STORE-013,SKU-00023,USA,Josue Castañeda,user_39@usa.com,28.0,EUR,1055.68,52.78,1.0,N/A,1,App,18.24,41.1873,-78.1862,Mozilla/5.0... (Simulado),0xa06ae26d,0,v2.4.1,TXN-600039.txt
TXN-600040,2025-08-01T15:00:21.260542,STORE-016,SKU-00073,Colombia,---,user_40@colombia.com,31.0,COP,5892511.8,799698.03,4100.0,N/A,True,Store,34.6,-24.053,15.177,Mozilla/5.0... (Simulado),0xed7dee82,0,v2.4.1,TXN-600040.txt
TXN-600041,2025-10-18T15:00:21.278716,STORE-003,SKU-00111,Colombia,Josue Castañeda,user_41@colombia.com,30.0,COP,3703792.4,502657.54,4100.0,Credit Card,True,Store,35.54,89.2536,-118.7112,Mozilla/5.0... (Simulado),0x22c9d321,1,v2.4.1,TXN-600041.txt
TXN-600042,2025-06-02T15:00:21.295715,STORE-011,SKU-00032,USA,Josue Castañeda,user_42@usa.com,27.0,USD,126.07,6.3,1.0,Crypto,True,Web,31.13,-33.8419,-133.6712,Mozilla/5.0... (Simulado),0x6f665dca,0,v2.4.1,TXN-600042.txt
TXN-600043,2025-11-21T15:00:21.313191,STORE-007,SKU-00092,España,Müller S.,user_43@españa.com,39.0,EUR,1132.36,169.85,0.92,Credit Card,False,Store,33.42,-34.56,96.7591,Mozilla/5.0... (Simulado),0xd502a2e3,0,v2.4.1,TXN-600043.txt
TXN-600044,2025-11-11T15:00:21.331124,STORE-006,SKU-00099,UK,Ángel Niño,user_44@uk.com,35.0,GBP,829.23,118.46,0.79,Crypto,0,Web,29.74,22.6773,-43.0191,Mozilla/5.0... (Simulado),0x55fb9854,0,v2.4.1,TXN-600044.txt
TXN-600045,2025-04-17T15:00:21.345858,STORE-004,SKU-00100,Colombia,Ángel Niño,user_45@colombia.com,35.0,COP,4392133.2,596075.22,4100.0,N/A,Si,Social,24.07,40.6813,-41.2415,Mozilla/5.0... (Simulado),0xd0faa40a,0,v2.4.1,TXN-600045.txt
TXN-600046,2025-06-24T15:00:21.363107,STORE-005,SKU-00134,México,Null User,user_46@méxico.com,23.0,USD,4843.65,553.56,17.5,Credit Card,1,Social,6.92,-35.9814,-71.3854,Mozilla/5.0... (Simulado),0xb4b4fa86,0,v2.4.1,TXN-600046.txt
TXN-600047,2026-02-04T15:00:21.385625,STORE-004,SKU-00098,Colombia,Josue Castañeda,user_47@colombia.com,18.0,COP,6036413.6,819227.56,4100.0,Unknown,Si,Store,36.24,32.7277,57.7095,Mozilla/5.0... (Simulado),0x9c989cf9,0,v2.4.1,TXN-600047.txt
TXN-600048,2025-08-30T15:00:21.403318,STORE-003,SKU-00096,Colombia,Null User,user_48@colombia.com,14.0,COP,5794415.2,786384.92,4100.0,Credit Card,Si,Store,22.4,62.3939,-102.4725,Mozilla/5.0... (Simulado),0xa359bc98,1,v2.4.1,TXN-600048.txt
TXN-600049,2025-09-03T15:00:21.425904,STORE-002,SKU-00109,USA,Müller S.,user_49@usa.com,33.0,USD,1437.14,71.86,1.0,Crypto,False,Store,43.61,-29.1835,-74.3871,Mozilla/5.0... (Simulado),0xed57bafd,0,v2.4.1,TXN-600049.txt
TXN-600050,2025-06-02T15:00:21.444919,STORE-008,SKU-00085,UK,Null User,user_50@uk.com,38.0,GBP,912.58,130.37,0.79,Cash,No,Store,40.39,-30.1296,-22.4225,Mozilla/5.0... (Simulado),0xbd8f917a,0,v2.4.1,TXN-600050.txt
TXN-600051,2025-12-07T15:00:21.461135,STORE-020,SKU-00004,México,Müller S.,user_51@méxico.com,30.0,MXN,26445.79,3022.38,17.5,Cash,1,App,36.46,-54.4576,-24.2813,Mozilla/5.0... (Simulado),0x47ce9792,0,v2.4.1,TXN-600051.txt
TXN-600052,2025-08-14T15:00:21.482331,STORE-001,SKU-00042,UK,---,user_52@uk.com,40.0,GBP,1115.71,159.39,0.79,N/A,False,Social,37.57,12.611,59.9681,Mozilla/5.0... (Simulado),0x44e202fc,0,v2.4.1,TXN-600052.txt
TXN-600053,2025-03-02T15:00:21.500036,STORE-003,SKU-00125,Colombia,Ángel Niño,user_53_wrong_mail,32.0,COP,3756830.0,509855.5,4100.0,Unknown,1,Store,44.15,14.6204,-83.6009,Mozilla/5.0... (Simulado),0xae746ac0,0,v2.4.1,TXN-600053.txt
TXN-600054,2026-02-17T15:00:21.517712,STORE-009,SKU-00063,USA,Null User,user_54@usa.com,,USD,754.26,37.71,1.0,Cash,Si,Web,14.8,74.5219,-179.5338,Mozilla/5.0... (Simulado),0x5333b54b,0,v2.4.1,TXN-600054.txt
TXN-600055,2025-09-06T15:00:21.535438,STORE-016,SKU-ERROR-9265,Colombia,Müller S.,user_55@colombia.com,11.0,COP,574000.0,77900.0,4100.0,Credit Card,1,Web,12.98,7.9859,-37.2942,Mozilla/5.0... (Simulado),0xdc0bd076,0,v2.4.1,TXN-600055.txt
TXN-600056,2025-12-30T15:00:21.556112,STORE-014,SKU-00059,USA,---,user_56_wrong_mail,31.0,JPY,261.94,13.1,1.0,Unknown,False,Social,24.83,-23.7385,-56.1303,Mozilla/5.0... (Simulado),0xb67f9e97,0,v2.4.1,TXN-600056.txt
TXN-600057,2025-05-20T15:00:21.577544,STORE-013,SKU-00033,USA,Ángel Niño,user_57@usa.com,,USD,128.93,6.45,1.0,Cash,No,Store,30.05,-81.2565,-164.3707,Mozilla/5.0... (Simulado),0x321b200f,1,v2.4.1,TXN-600057.txt
TXN-600058,2025-04-21T15:00:21.602266,STORE-011,SKU-00068,USA,Müller S.,user_58@usa.com,28.0,USD,1629.07,81.45,1.0,N/A,True,Web,13.65,56.4882,-158.952,Mozilla/5.0... (Simulado),0x5ef23312,1,v2.4.1,TXN-600058.txt
TXN-600059,2025-12-31T15:00:21.620595,STORE-005,SKU-00001,México,---,user_59_wrong_mail,39.0,MXN,25502.3,2914.55,17.5,Unknown,0,Web,43.98,25.061,-110.6328,Mozilla/5.0... (Simulado),0x9a8ad051,0,v2.4.1,TXN-600059.txt
TXN-600060,2025-10-27T15:00:21.636578,STORE-007,SKU-00131,España,Müller S.,user_60_wrong_mail,56.0,EUR,817.4,122.61,0.92,Cash,0,Social,46.28,-56.9214,-168.2378,Mozilla/5.0... (Simulado),0x5b468117,1,v2.4.1,TXN-600060.txt
TXN-600061,2025-08-15T15:00:21.654553,STORE-020,SKU-00009,México,Josue Castañeda,user_61@méxico.com,38.0,MXN,19016.65,2173.33,17.5,Unknown,0,Social,26.83,35.5139,50.5523,Mozilla/5.0... (Simulado),0x73b376b4,0,v2.4.1,TXN-600061.txt
TXN-600062,2025-11-30T15:00:21.671586,STORE-017,SKU-00054,USA,Josue Castañeda,user_62@usa.com,37.0,EUR,891.98,44.6,1.0,N/A,True,App,25.59,44.6289,176.8001,Mozilla/5.0... (Simulado),0x3ce639ef,0,v2.4.1,TXN-600062.txt
TXN-600063,2026-02-01T15:00:21.686189,STORE-008,SKU-00104,UK,Müller S.,user_63@uk.com,41.0,GBP,1274.8,182.11,0.79,N/A,No,Store,37.18,36.6811,-130.0134,Mozilla/5.0... (Simulado),0x89ad9ba4,0,v2.4.1,TXN-600063.txt
TXN-600064,2025-11-10T15:00:21.705228,STORE-012,SKU-00078,México,---,user_64@méxico.com,39.0,MXN,11379.02,1300.46,17.5,N/A,0,Social,20.71,-61.1662,127.6408,Mozilla/5.0... (Simulado),0xd7c913c,1,v2.4.1,TXN-600064.txt
TXN-600065,2025-10-04T15:00:21.723693,STORE-004,SKU-00081,Colombia,Ángel Niño,user_65@colombia.com,39.0,COP,2485592.2,337330.37,4100.0,N/A,No,Social,25.78,-60.7108,164.1826,Mozilla/5.0... (Simulado),0x35512dbc,0,v2.4.1,TXN-600065.txt
TXN-600066,2025-08-11T15:00:21.740766,STORE-007,SKU-00007,España,Ángel Niño,user_66@españa.com,47.0,EUR,562.96,84.44,0.92,Cash,No,Store,37.96,50.2102,85.6083,Mozilla/5.0... (Simulado),0x6a8f1447,0,v2.4.1,TXN-600066.txt
TXN-600067,2025-11-08T15:00:21.760405,STORE-018,SKU-00063,UK,Null User,user_67@uk.com,29.0,GBP,595.87,85.12,0.79,N/A,True,App,16.5,-17.433,143.4816,Mozilla/5.0... (Simulado),0xf99e6125,0,v2.4.1,TXN-600067.txt
TXN-600068,2025-04-25T15:00:21.777820,STORE-003,SKU-00123,Colombia,---,user_68_wrong_mail,23.0,COP,980564.2,133076.57,4100.0,Cash,True,Store,39.23,10.215,-9.4783,Mozilla/5.0... (Simulado),0x76721a6c,0,v2.4.1,TXN-600068.txt
TXN-600069,2025-03-10T15:00:21.797643,STORE-020,SKU-00139,México,Müller S.,user_69@méxico.com,17.0,MXN,2367.68,270.59,17.5,N/A,0,Store,15.35,64.1825,-112.1227,Mozilla/5.0... (Simulado),0x596461f1,0,v2.4.1,TXN-600069.txt
TXN-600070,2025-06-21T15:00:21.813778,STORE-011,SKU-00016,USA,Null User,user_70@usa.com,,USD,1492.01,74.6,1.0,N/A,0,App,12.62,-47.4588,-8.6971,Mozilla/5.0... (Simulado),0x6e6c497f,0,v2.4.1,TXN-600070.txt
TXN-600071,2025-05-12T15:00:21.834008,STORE-015,SKU-ERROR-7705,España,Müller S.,user_71@españa.com,47.0,EUR,128.8,19.32,0.92,Unknown,0,Web,26.65,-3.8954,-51.4839,Mozilla/5.0... (Simulado),0x3187303d,0,v2.4.1,TXN-600071.txt
TXN-600072,2026-01-24T15:00:21.855862,STORE-018,SKU-00092,UK,Null User,user_72_wrong_mail,46.0,GBP,972.35,138.91,0.79,Cash,False,Social,37.97,45.4884,161.4527,Mozilla/5.0... (Simulado),0x8d9db58b,0,v2.4.1,TXN-600072.txt
TXN-600073,2025-11-08T15:00:21.873852,STORE-002,SKU-00074,USA,Ángel Niño,user_73@usa.com,32.0,USD,662.72,33.14,1.0,Cash,True,Store,34.79,15.6221,-35.1407,Mozilla/5.0... (Simulado),0xe9b8038d,1,v2.4.1,TXN-600073.txt
TXN-600074,2026-01-08T15:00:21.892245,STORE-009,SKU-00042,USA,---,user_74@usa.com,24.0,USD,1412.29,70.61,1.0,Cash,1,Web,19.27,-54.4416,152.9561,Mozilla/5.0... (Simulado),0x2fa805bc,0,v2.4.1,TXN-600074.txt
TXN-600075,2025-07-31T15:00:21.914985,STORE-004,SKU-00057,Colombia,Null User,user_75@colombia.com,,COP,5651374.4,766972.24,4100.0,Unknown,False,Social,26.62,65.4307,-18.6231,Mozilla/5.0... (Simulado),0x432842b5,0,v2.4.1,TXN-600075.txt
TXN-600076,2025-06-27T15:00:21.937616,STORE-018,SKU-00103,UK,Müller S.,user_76@uk.com,,GBP,410.81,58.69,0.79,N/A,False,Web,34.63,-15.5543,-106.7466,Mozilla/5.0... (Simulado),0xa0f528cf,0,v2.4.1,TXN-600076.txt
TXN-600077,2025-12-11T15:00:21.968593,STORE-011,SKU-00051,USA,Ángel Niño,user_77@usa.com,33.0,USD,1323.64,66.18,1.0,N/A,False,Social,46.17,-6.2363,-164.584,Mozilla/5.0... (Simulado),0x7d2e7391,0,v2.4.1,TXN-600077.txt
TXN-600078,2025-12-09T15:00:21.986783,STORE-008,SKU-00124,UK,Null User,user_78@uk.com,35.0,GBP,855.48,122.21,0.79,Credit Card,False,Store,34.78,8.4014,2.9059,Mozilla/5.0... (Simulado),0xb9a6dd31,0,v2.4.1,TXN-600078.txt
TXN-600079,2025-06-17T15:00:22.005484,STORE-002,SKU-00006,USA,Ángel Niño,user_79@usa.com,31.0,USD,645.86,32.29,1.0,Credit Card,Si,Web,16.86,-9.5899,122.9415,Mozilla/5.0... (Simulado),0x665f9888,1,v2.4.1,TXN-600079.txt
TXN-600080,2026-01-31T15:00:22.024393,STORE-007,SKU-00011,España,Null User,user_80_wrong_mail,41.0,EUR,68.11,10.22,0.92,Unknown,0,Store,42.17,45.28,65.2658,Mozilla/5.0... (Simulado),0xf6fc3587,1,v2.4.1,TXN-600080.txt
TXN-600081,2025-03-17T15:00:22.041434,STORE-011,SKU-00051,USA,Null User,user_81@usa.com,40.0,USD,1323.64,66.18,1.0,Credit Card,1,Store,9.04,17.2393,67.1679,Mozilla/5.0... (Simulado),0x130a8b0d,0,v2.4.1,TXN-600081.txt
TXN-600082,2025-06-09T15:00:22.058812,STORE-005,SKU-00140,México,Müller S.,user_82@méxico.com,40.0,MXN,21370.86,2442.38,17.5,N/A,1,Web,14.29,-38.7244,157.41,Mozilla/5.0... (Simulado),0x96f16929,0,v2.4.1,TXN-600082.txt
TXN-600083,2025-05-30T15:00:22.078608,STORE-004,SKU-00077,Colombia,---,user_83@colombia.com,29.0,COP,5318397.0,721782.45,4100.0,Crypto,Si,Web,29.92,-16.1486,121.3156,Mozilla/5.0... (Simulado),0x74a35911,0,v2.4.1,TXN-600083.txt
TXN-600084,2025-09-11T15:00:22.096519,STORE-019,SKU-00134,USA,Null User,user_84@usa.com,,USD,276.78,13.84,1.0,Cash,False,App,41.18,47.3466,-79.0046,Mozilla/5.0... (Simulado),0x2623610d,0,v2.4.1,TXN-600084.txt
TXN-600085,2026-01-01T15:00:22.118594,STORE-013,SKU-00051,USA,Ángel Niño,user_85@usa.com,,USD,1323.64,66.18,1.0,N/A,1,Social,49.69,-71.6291,-101.0565,Mozilla/5.0... (Simulado),0x24ba1d34,0,v2.4.1,TXN-600085.txt
TXN-600086,2025-03-06T15:00:22.138132,STORE-015,SKU-00093,España,Ángel Niño,user_86@españa.com,57.0,EUR,228.86,34.33,0.92,Crypto,False,Web,30.71,-8.0101,29.2238,Mozilla/5.0... (Simulado),0xce81d8fb,1,v2.4.1,TXN-600086.txt
TXN-600087,2025-12-26T15:00:22.158518,STORE-020,SKU-00045,México,Null User,user_87@méxico.com,32.0,MXN,9197.79,1051.18,17.5,Unknown,1,App,26.7,61.7924,-159.548,Mozilla/5.0... (Simulado),0xe9dfe022,0,v2.4.1,TXN-600087.txt
TXN-600088,2025-03-28T15:00:22.177675,STORE-007,SKU-00016,España,Null User,user_88@españa.com,41.0,EUR,1372.65,205.9,0.92,Cash,1,Web,14.26,-88.4526,-75.5273,Mozilla/5.0... (Simulado),0x75acfd67,0,v2.4.1,TXN-600088.txt
TXN-600089,2026-01-21T15:00:22.199452,STORE-007,SKU-00102,España,Ángel Niño,user_89@españa.com,55.0,EUR,887.08,133.06,0.92,Unknown,No,App,6.59,-63.887,-174.1216,Mozilla/5.0... (Simulado),0x811755c9,0,v2.4.1,TXN-600089.txt
TXN-600090,2026-01-18T15:00:22.215542,STORE-005,SKU-00093,México,---,user_90@méxico.com,23.0,MXN,4353.4,497.53,17.5,N/A,True,Social,25.46,-80.6776,-141.6342,Mozilla/5.0... (Simulado),0xdbddd888,1,v2.4.1,TXN-600090.txt
TXN-600091,2025-09-13T15:00:22.232657,STORE-018,SKU-00119,UK,---,user_91@uk.com,43.0,GBP,364.5,52.07,0.79,Crypto,No,Store,5.84,19.8231,40.176,Mozilla/5.0... (Simulado),0x2af6cf8c,0,v2.4.1,TXN-600091.txt
TXN-600092,2025-05-10T15:00:22.250838,STORE-019,SKU-00080,USA,Ángel Niño,user_92@usa.com,34.0,USD,1483.75,74.19,1.0,Cash,Si,App,45.28,35.7472,97.6239,Mozilla/5.0... (Simulado),0x9941acb1,1,v2.4.1,TXN-600092.txt
TXN-600093,2025-05-22T15:00:22.267909,STORE-012,SKU-00136,México,Josue Castañeda,user_93_wrong_mail,23.0,MXN,25639.98,2930.28,17.5,Cash,True,App,12.18,1.5087,79.2641,Mozilla/5.0... (Simulado),0x17493963,0,v2.4.1,TXN-600093.txt
