Venta_ID,Fecha_ISO,Tienda_ID,SKU_ID,Pais_Venta,CLIENTE_NOMBRE_PII,CLIENTE_EMAIL_PII,CLIENTE_EDAD_PII,Moneda_Transaccion,Monto_Total_Local,Impuesto_Local,Tasa_Referencia_Dia,Metodo_Pago,Es_Online,Canal_Origen,Costo_Envio_USD,Latitud_Tienda,Longitud_Tienda,Browser_User_Agent,ID_Session_Web,Flag_Fraude,Version_Esquema,Ref_S3_TXT
TXN-600024,2025-05-20T15:00:20.948390,STORE-006,SKU-00122,UK,Null User,user_24@uk.com,38,GBP,378.05,54.01,0.79,Cash,0,Store,27.7,-33.5811,-104.5585,Mozilla/5.0... (Simulado),0xfd0041e7,1,v2.4.1,TXN-600024.txt
TXN-600025,2025-06-23T15:00:20.969046,STORE-005,SKU-00004,México,Ángel Niño,user_25@méxico.com,21,MXN,26445.79,3022.38,17.5,Cash,1,App,24.15,40.9477,-158.029,Mozilla/5.0... (Simulado),0xf77aef5a,0,v2.4.1,TXN-600025.txt
TXN-600026,2025-08-09T15:00:20.983710,STORE-016,SKU-00085,Colombia,Ángel Niño,user_26@colombia.com,21,JPY,4736188.8,642768.48,4100,Crypto,0,Web,18.49,-45.1266,138.5786,Mozilla/5.0... (Simulado),0x36971f72,0,v2.4.1,TXN-600026.txt
TXN-600027,2025-05-29T15:00:21.002599,STORE-012,SKU-00023,México,Ángel Niño,user_27_wrong_mail,27,MXN,18474.47,2111.37,17.5,Cash,1,Social,11.53,-89.4894,154.7134,Mozilla/5.0... (Simulado),0xc4df7ce4,0,v2.4.1,TXN-600027.txt
TXN-600028,2025-12-11T15:00:21.020920,STORE-004,SKU-00018,Colombia,Müller S.,user_28_wrong_mail,27,COP,5176217.2,702486.62,4100,Unknown,1,App,29.12,64.9697,-62.8607,Mozilla/5.0... (Simulado),0x4df69e28,0,v2.4.1,TXN-600028.txt
TXN-600029,2025-04-22T15:00:21.040818,STORE-017,SKU-00097,USA,Ángel Niño,user_29_wrong_mail,40,USD,519.3,25.97,1,Crypto,0,Social,18.48,18.4712,111.2902,Mozilla/5.0... (Simulado),0xb4d2fe12,0,v2.4.1,TXN-600029.txt
TXN-600030,2025-05-26T15:00:21.056045,STORE-003,SKU-00123,Colombia,Null User,user_30@colombia.com,20,COP,980564.2,133076.57,4100,Cash,1,Web,13.87,75.0405,179.1736,Mozilla/5.0... (Simulado),0xc25b20f1,0,v2.4.1,TXN-600030.txt
TXN-600032,2025-04-16T15:00:21.096237,STORE-001,SKU-00056,UK,Ángel Niño,user_32@uk.com,53,GBP,843.97,120.57,0.79,Credit Card,1,Store,22.99,-15.3948,117.6937,Mozilla/5.0... (Simulado),0x890064e4,0,v2.4.1,TXN-600032.txt
TXN-600034,2025-11-22T15:00:21.135989,STORE-004,SKU-00081,Colombia,Null User,user_34@colombia.com,23,COP,2485592.2,337330.37,4100,Crypto,1,Web,29.64,-81.736,-135.1103,Mozilla/5.0... (Simulado),0x99449f65,0,v2.4.1,TXN-600034.txt
TXN-600036,2025-12-10T15:00:21.173418,STORE-015,SKU-00033,España,Josue Castañeda,user_36_wrong_mail,55,EUR,118.61,17.79,0.92,Cash,1,Social,11.24,60.5721,-158.9042,Mozilla/5.0... (Simulado),0xec434862,0,v2.4.1,TXN-600036.txt
TXN-600041,2025-10-18T15:00:21.278716,STORE-003,SKU-00111,Colombia,Josue Castañeda,user_41@colombia.com,30,COP,3703792.4,502657.54,4100,Credit Card,1,Store,35.54,89.2536,-118.7112,Mozilla/5.0... (Simulado),0x22c9d321,1,v2.4.1,TXN-600041.txt
TXN-600042,2025-06-02T15:00:21.295715,STORE-011,SKU-00032,USA,Josue Castañeda,user_42@usa.com,27,USD,126.07,6.3,1,Crypto,1,Web,31.13,-33.8419,-133.6712,Mozilla/5.0... (Simulado),0x6f665dca,0,v2.4.1,TXN-600042.txt
TXN-600043,2025-11-21T15:00:21.313191,STORE-007,SKU-00092,España,Müller S.,user_43@españa.com,39,EUR,1132.36,169.85,0.92,Credit Card,0,Store,33.42,-34.56,96.7591,Mozilla/5.0... (Simulado),0xd502a2e3,0,v2.4.1,TXN-600043.txt
TXN-600044,2025-11-11T15:00:21.331124,STORE-006,SKU-00099,UK,Ángel Niño,user_44@uk.com,35,GBP,829.23,118.46,0.79,Crypto,0,Web,29.74,22.6773,-43.0191,Mozilla/5.0... (Simulado),0x55fb9854,0,v2.4.1,TXN-600044.txt
TXN-600046,2025-06-24T15:00:21.363107,STORE-005,SKU-00134,México,Null User,user_46@méxico.com,23,USD,4843.65,553.56,17.5,Credit Card,1,Social,6.92,-35.9814,-71.3854,Mozilla/5.0... (Simulado),0xb4b4fa86,0,v2.4.1,TXN-600046.txt
TXN-600047,2026-02-04T15:00:21.385625,STORE-004,SKU-00098,Colombia,Josue Castañeda,user_47@colombia.com,18,COP,6036413.6,819227.56,4100,Unknown,1,Store,36.24,32.7277,57.7095,Mozilla/5.0... (Simulado),0x9c989cf9,0,v2.4.1,TXN-600047.txt
TXN-600048,2025-08-30T15:00:21.403318,STORE-003,SKU-00096,Colombia,Null User,user_48@colombia.com,14,COP,5794415.2,786384.92,4100,Credit Card,1,Store,22.4,62.3939,-102.4725,Mozilla/5.0... (Simulado),0xa359bc98,1,v2.4.1,TXN-600048.txt
TXN-600049,2025-09-03T15:00:21.425904,STORE-002,SKU-00109,USA,Müller S.,user_49@usa.com,33,USD,1437.14,71.86,1,Crypto,0,Store,43.61,-29.1835,-74.3871,Mozilla/5.0... (Simulado),0xed57bafd,0,v2.4.1,TXN-600049.txt
TXN-600050,2025-06-02T15:00:21.444919,STORE-008,SKU-00085,UK,Müller S.,user_50@uk.com,38,GBP,912.58,130.37,0.79,Cash,0,Store,40.39,-30.1296,-22.4225,Mozilla/5.0... (Simulado),0xbd8f917a,0,v2.4.1,TXN-600050.txt
TXN-600051,2025-12-07T15:00:21.461135,STORE-020,SKU-00004,México,Müller S.,user_51@méxico.com,30,MXN,26445.79,3022.38,17.5,Cash,1,App,36.46,-54.4576,-24.2813,Mozilla/5.0... (Simulado),0x47ce9792,0,v2.4.1,TXN-600051.txt
TXN-600053,2025-03-02T15:00:21.500036,STORE-003,SKU-00125,Colombia,Ángel Niño,user_53_wrong_mail,32,COP,3756830,509855.5,4100,Unknown,1,Store,44.15,14.6204,-83.6009,Mozilla/5.0... (Simulado),0xae746ac0,0,v2.4.1,TXN-600053.txt
TXN-600054,2026-02-17T15:00:21.517712,STORE-009,SKU-00063,USA,Ángel Niño,user_54@usa.com,32,USD,754.26,37.71,1,Cash,1,Web,14.8,74.5219,-179.5338,Mozilla/5.0... (Simulado),0x5333b54b,0,v2.4.1,TXN-600054.txt
TXN-600055,2025-09-06T15:00:21.535438,STORE-016,SKU-ERROR-9265,Colombia,Müller S.,user_55@colombia.com,11,COP,574000,77900,4100,Credit Card,1,Web,12.98,7.9859,-37.2942,Mozilla/5.0... (Simulado),0xdc0bd076,0,v2.4.1,TXN-600055.txt
TXN-600056,2025-12-30T15:00:21.556112,STORE-014,SKU-00059,USA,Josue Castañeda,user_56_wrong_mail,31,JPY,261.94,13.1,1,Unknown,0,Social,24.83,-23.7385,-56.1303,Mozilla/5.0... (Simulado),0xb67f9e97,0,v2.4.1,TXN-600056.txt
TXN-600057,2025-05-20T15:00:21.577544,STORE-013,SKU-00033,USA,Ángel Niño,user_57@usa.com,31,USD,128.93,6.45,1,Cash,0,Store,30.05,-81.2565,-164.3707,Mozilla/5.0... (Simulado),0x321b200f,1,v2.4.1,TXN-600057.txt
TXN-600059,2025-12-31T15:00:21.620595,STORE-005,SKU-00001,México,Müller S.,user_59_wrong_mail,39,MXN,25502.3,2914.55,17.5,Unknown,0,Web,43.98,25.061,-110.6328,Mozilla/5.0... (Simulado),0x9a8ad051,0,v2.4.1,TXN-600059.txt
TXN-600060,2025-10-27T15:00:21.636578,STORE-007,SKU-00131,España,Müller S.,user_60_wrong_mail,56,EUR,817.4,122.61,0.92,Cash,0,Social,46.28,-56.9214,-168.2378,Mozilla/5.0... (Simulado),0x5b468117,1,v2.4.1,TXN-600060.txt
TXN-600061,2025-08-15T15:00:21.654553,STORE-020,SKU-00009,México,Josue Castañeda,user_61@méxico.com,38,MXN,19016.65,2173.33,17.5,Unknown,0,Social,26.83,35.5139,50.5523,Mozilla/5.0... (Simulado),0x73b376b4,0,v2.4.1,TXN-600061.txt
TXN-600066,2025-08-11T15:00:21.740766,STORE-007,SKU-00007,España,Ángel Niño,user_66@españa.com,47,EUR,562.96,84.44,0.92,Cash,0,Store,37.96,50.2102,85.6083,Mozilla/5.0... (Simulado),0x6a8f1447,0,v2.4.1,TXN-600066.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
TXN-600005,2025-10-01T15:00:20.584707,STORE-008,SKU-00105,UK,Müller S.,user_5@uk.com,32,GBP,704.36,100.62,0.79,Credit Card,0,Web,43.46,-80.4026,63.1161,Mozilla/5.0... (Simulado),0x3d7a42fa,0,v2.4.1,TXN-600005.txt
